EVENTID,TYPE,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,DEPFIX,AUTHOR   _1,TYPE  ,MAG 
605302951,ke  ,OMAN     ,10/15/2013,10:19:08 PM,27.777,56.2125,69,,OMAN     ,ml    ,2.4
604844160,ke  ,ISC      ,10/16/2013,3:44:14 AM,26.7739,58.0523,10,TRUE,DSN      ,ML    ,3.6
603989306,ke  ,ISC      ,10/16/2013,2:43:07 PM,27.8244,56.2381,10,TRUE,ISC      ,mb    ,3.6
605238371,ke  ,OMAN     ,10/16/2013,6:46:22 PM,28.4299,53.6877,20,TRUE,OMAN     ,ml    ,2.8
604844179,ke  ,ISC      ,10/18/2013,7:35:14 AM,27.9201,56.176,16,TRUE,THR      ,ML    ,3.1
605302962,ke  ,OMAN     ,10/18/2013,11:45:11 AM,26.3373,57.2961,2,TRUE,OMAN     ,ml    ,1.9
605239347,ke  ,DSN      ,10/19/2013,12:42:24 AM,25.0991,56.2173,0,,DSN      ,ML    ,1.3
605302964,ke  ,OMAN     ,10/20/2013,5:00:17 AM,25.0837,56.2972,9,TRUE,OMAN     ,ml    ,1.2
605302974,ke  ,OMAN     ,10/23/2013,4:30:02 AM,25.1064,56.3488,16.6,,OMAN     ,ml    ,1.7
605302975,ke  ,OMAN     ,10/23/2013,5:45:07 AM,26.8618,55.829,4,TRUE,OMAN     ,ml    ,2.8
605302978,ke  ,OMAN     ,10/24/2013,4:22:45 AM,25.3971,56.0468,17.9,TRUE,OMAN     ,ml    ,1.4
605240977,ke  ,DSN      ,10/24/2013,1:02:44 PM,26.064,57.4621,10,,DSN      ,ML    ,2.8
605240978,ke  ,DSN      ,10/24/2013,1:43:58 PM,26.0942,57.4303,10,,DSN      ,ML    ,2.7
604844235,ke  ,ISC      ,10/26/2013,2:58:00 AM,27.9379,56.8628,10,TRUE,DSN      ,ML    ,3.9
605241540,ke  ,DSN      ,10/26/2013,4:48:43 PM,25.6127,56.6138,10.1,,DSN      ,ML    ,1.9
605302983,ke  ,OMAN     ,10/27/2013,4:05:30 AM,25.3325,56.0599,1.2,,OMAN     ,ml    ,1.3
603989935,ke  ,ISC      ,10/27/2013,5:57:41 PM,28.2441,54.1061,10,TRUE,IDC      ,mb    ,3.4
603989986,ke  ,ISC      ,10/28/2013,3:46:59 PM,27.675,55.6447,10,TRUE,ISC      ,mb    ,3.7
605243049,ke  ,DSN      ,10/30/2013,4:05:54 AM,25.939,56.0671,6,,DSN      ,ML    ,2.3
605302999,ke  ,OMAN     ,10/31/2013,5:04:31 AM,25.0326,56.1176,6,TRUE,OMAN     ,ml    ,1.2
605303002,ke  ,OMAN     ,11/1/2013,12:25:18 AM,27.3816,57.9888,32,TRUE,OMAN     ,ml    ,2.8
605303007,ke  ,OMAN     ,11/4/2013,11:17:25 PM,26.6582,57.662,35.2,TRUE,OMAN     ,ml    ,2.8
605244124,ke  ,DSN      ,11/7/2013,9:53:23 PM,28.8039,55.1453,10,,DSN      ,ML    ,3.3
603779195,ke  ,ISC      ,11/7/2013,11:38:53 PM,26.5977,57.8439,22.1,,ISC      ,mb    ,3.7
605303018,ke  ,OMAN     ,11/8/2013,8:04:10 PM,26.9497,55.2606,33.8,,OMAN     ,ml    ,2.5
605303020,ke  ,OMAN     ,11/9/2013,8:08:34 AM,27.0614,57.347,33.8,TRUE,OMAN     ,ml    ,2.6
605303063,ke  ,OMAN     ,11/11/2013,4:29:47 AM,25.1279,56.304,1,TRUE,OMAN     ,ml    ,1.6
605303064,ke  ,OMAN     ,11/11/2013,4:48:09 AM,25.0893,56.3305,1.5,TRUE,OMAN     ,ml    ,1.5
605244153,ke  ,DSN      ,11/11/2013,7:15:05 AM,27.0643,56.6454,10,,DSN      ,ML    ,3.2
605303066,ke  ,OMAN     ,11/11/2013,9:30:34 AM,27.673,56.3191,17.9,,OMAN     ,ml    ,2.7
604844363,ke  ,ISC      ,11/11/2013,9:33:41 PM,27.7884,56.7366,28,TRUE,THR      ,ML    ,3
604844382,ke  ,TEH      ,11/14/2013,3:11:20 AM,26.699,55.713,14.6,,TEH      ,ML    ,3
605244175,ke  ,DSN      ,11/14/2013,11:34:13 PM,25.6881,56.1589,5,,DSN      ,ML    ,1.9
606509977,ke  ,TEH      ,11/16/2013,1:44:10 PM,26.653,55.826,21,,TEH      ,ML    ,3
603991078,ke  ,ISC      ,11/17/2013,2:55:47 PM,27.3515,54.8693,20,TRUE,ISC      ,mb    ,3.5
605303080,ke  ,OMAN     ,11/18/2013,4:35:36 AM,25.1911,56.2775,0,,OMAN     ,ml    ,1.4
605244202,ke  ,DSN      ,11/19/2013,10:34:26 PM,26.7528,56.2417,10,,DSN      ,ML    ,2.9
603798196,ke  ,ISC      ,11/20/2013,8:20:21 AM,27.4815,56.1441,15,TRUE,ISC      ,mb    ,4.1
604844426,ke  ,ISC      ,11/22/2013,11:32:46 PM,28.3706,54.0572,10,TRUE,TEH      ,ML    ,3.2
605244222,ke  ,DSN      ,11/23/2013,4:31:30 PM,28.0875,56.559,10,,DSN      ,ML    ,3.2
605303090,ke  ,OMAN     ,11/25/2013,10:21:12 PM,26.9269,56.4793,4,TRUE,OMAN     ,ml    ,2.2
603991546,ke  ,ISC      ,11/26/2013,4:28:40 AM,28.4779,56.6712,10,TRUE,IDC      ,mb    ,3.8
605303091,ke  ,OMAN     ,11/26/2013,4:34:55 AM,25.3308,56.1513,0,,OMAN     ,ml    ,0.7
605303092,ke  ,OMAN     ,11/27/2013,4:30:15 AM,25.1953,56.3335,3.9,,OMAN     ,ml    ,1.4
603816236,ke  ,ISC      ,11/27/2013,7:25:42 AM,26.8111,56.9015,10,TRUE,ISC      ,mb    ,4.6
606510093,ke  ,TEH      ,11/27/2013,2:43:59 PM,28.314,54.029,5,,TEH      ,ML    ,3.3
604844446,ke  ,ISC      ,11/27/2013,10:18:53 PM,27.5982,54.0848,10,TRUE,DSN      ,ML    ,3.7
604844462,ke  ,ISC      ,11/29/2013,7:38:22 AM,26.6555,57.7997,10,TRUE,TEH      ,ML    ,3.1
604844477,ke  ,ISC      ,12/1/2013,10:14:35 AM,26.8596,57.576,10,TRUE,THR      ,ML    ,3.4
604844484,ke  ,TEH      ,12/2/2013,11:14:42 AM,27.82,56.867,5,,TEH      ,ML    ,3.2
604844485,ke  ,TEH      ,12/2/2013,12:19:30 PM,26.869,55.96,17,,TEH      ,ML    ,3.2
604844486,ke  ,ISC      ,12/2/2013,11:53:00 PM,27.7808,56.7462,10,TRUE,THR      ,ML    ,3.5
605244287,ke  ,DSN      ,12/3/2013,1:20:59 PM,25.6923,56.1719,0,,DSN      ,ML    ,1.7
606510268,ke  ,TEH      ,12/6/2013,9:06:39 AM,27.466,56.905,15.1,,TEH      ,ML    ,3.1
605244339,ke  ,DSN      ,12/7/2013,8:18:16 AM,27.4085,55.6137,10,,DSN      ,ML    ,3.1
605303103,ke  ,ISC      ,12/7/2013,11:34:10 AM,27.6565,56.2609,14,TRUE,THR      ,ML    ,3
605303107,ke  ,OMAN     ,12/9/2013,10:28:09 PM,27.506,57.0169,18.5,TRUE,OMAN     ,ml    ,3
605303112,ke  ,OMAN     ,12/12/2013,5:54:24 AM,25.2057,56.0229,15.9,,OMAN     ,ml    ,1.2
606510288,ke  ,TEH      ,12/15/2013,8:05:50 PM,28.2,56.01,5,,TEH      ,ML    ,3.1
605303122,ke  ,OMAN     ,12/17/2013,10:19:34 PM,27.3393,57.0493,20,TRUE,OMAN     ,ml    ,2.6
605244455,ke  ,DSN      ,12/18/2013,4:35:26 AM,25.2477,56.1359,0,,DSN      ,ML    ,1.7
604844587,ke  ,ISC      ,12/18/2013,2:04:00 PM,27.2944,57.7327,10,TRUE,DSN      ,ML    ,3.4
605303124,ke  ,OMAN     ,12/19/2013,4:49:59 AM,25.1826,56.0777,12,TRUE,OMAN     ,ml    ,1.2
605303125,ke  ,OMAN     ,12/19/2013,5:28:38 AM,25.0373,56.2939,10,TRUE,OMAN     ,ml    ,1.4
604007233,ke  ,ISC      ,12/20/2013,4:50:02 PM,27.5111,56.9039,26.3,,ISC      ,mb    ,3.8
606510296,ke  ,TEH      ,12/21/2013,6:30:37 AM,26.735,57.76,8,,TEH      ,ML    ,3
606510302,ke  ,ISC      ,12/24/2013,10:53:54 AM,28.8762,57.7089,10,TRUE,TEH      ,ML    ,3.5
604844600,ke  ,ISC      ,12/25/2013,5:52:09 AM,27.0211,55.8741,5.2,,OMAN     ,ml    ,3.5
604005108,ke  ,ISC      ,12/25/2013,5:55:58 AM,27.0084,55.9002,14.3,,ISC      ,mb    ,3.9
605303131,ke  ,OMAN     ,12/25/2013,11:14:44 PM,26.4962,57.6461,20,TRUE,OMAN     ,ml    ,2.6
605303133,ke  ,OMAN     ,12/26/2013,4:53:04 AM,25.2011,56.3326,0.1,TRUE,OMAN     ,ml    ,1.4
606510309,ke  ,TEH      ,12/28/2013,4:04:08 AM,28.939,57.716,9.3,,TEH      ,ML    ,3
606510310,ke  ,TEH      ,12/28/2013,7:35:12 AM,28.275,56.947,14.7,,TEH      ,ML    ,3.2
605303136,ke  ,OMAN     ,12/29/2013,4:23:43 AM,25.5712,56.1028,12.2,TRUE,OMAN     ,ml    ,1.6
604844611,ke  ,ISC      ,12/29/2013,4:29:36 PM,26.4768,54.2261,10,TRUE,TEH      ,ML    ,3.1
604844612,ke  ,TEH      ,12/30/2013,1:38:13 AM,28.554,57.248,5,,TEH      ,ML    ,3
605303140,ke  ,OMAN     ,12/30/2013,9:10:17 PM,26.7928,55.0618,58.5,,OMAN     ,ml    ,2.1
604844615,ke  ,TEH      ,12/31/2013,7:25:28 PM,26.524,55.156,19,,TEH      ,ML    ,3.3
604844616,ke  ,TEH      ,12/31/2013,7:34:47 PM,26.489,54.959,9.8,,TEH      ,ML    ,3.1
605244556,ke  ,DSN      ,12/31/2013,9:59:21 PM,26.9474,56.1942,10,,DSN      ,ML    ,3
603877190,se  ,ISC      ,1/1/2014,6:08:30 AM,28.3045,54.2578,10,TRUE,ISC      ,mb    ,4.1
603878116,ke  ,ISC      ,1/2/2014,3:13:56 AM,27.1767,54.407,9.1,,ISC      ,mb    ,5.3
606909042,ke  ,ISC      ,1/2/2014,3:23:18 AM,27.1846,54.349,18,TRUE,ISC      ,mb    ,3.7
603878117,se  ,ISC      ,1/2/2014,3:24:22 AM,27.1021,54.4882,27.5,,ISC      ,mb    ,4.3
603878118,ke  ,ISC      ,1/2/2014,3:37:42 AM,27.8302,56.2708,10,TRUE,ISC      ,mb    ,3.7
608794694,ke  ,TEH      ,1/2/2014,3:49:51 AM,27.119,54.544,7.5,,TEH      ,ML    ,3.2
608794695,ke  ,TEH      ,1/2/2014,4:58:56 AM,27.119,54.554,10,,TEH      ,ML    ,3.2
606909045,ke  ,ISC      ,1/2/2014,5:57:13 AM,26.9788,54.376,18,TRUE,ISC      ,mb    ,3.5
608794696,ke  ,TEH      ,1/2/2014,6:00:08 AM,27.174,54.479,13.4,,TEH      ,ML    ,3.2
608794697,ke  ,TEH      ,1/2/2014,6:49:09 AM,27.106,54.535,10,,TEH      ,ML    ,3.5
604160029,ke  ,ISC      ,1/2/2014,6:58:50 AM,27.1382,54.4335,18,TRUE,ISC      ,mb    ,4
606909047,se  ,ISC      ,1/2/2014,8:59:32 AM,27.0566,54.436,18,TRUE,ISC      ,mb    ,3.9
603879019,se  ,ISC      ,1/2/2014,10:50:20 AM,27.0416,54.3273,29.6,,ISC      ,mb    ,4.5
606909058,ke  ,ISC      ,1/2/2014,1:43:33 PM,26.9059,54.3545,18,TRUE,ISC      ,mb    ,3.8
608794699,ke  ,TEH      ,1/2/2014,2:53:01 PM,27.241,54.57,18,,TEH      ,ML    ,2.7
608794700,ke  ,TEH      ,1/2/2014,10:00:25 PM,27.127,54.559,15,,TEH      ,ML    ,2.8
608794706,ke  ,TEH      ,1/3/2014,12:54:43 AM,27.117,54.485,20,,TEH      ,ML    ,3.3
608794710,ke  ,TEH      ,1/3/2014,5:37:50 AM,27.155,54.493,26.4,,TEH      ,ML    ,3.1
608732636,ke  ,DSN      ,1/3/2014,6:00:07 AM,27.3773,54.5192,15,,DSN      ,ML    ,3
608732637,ke  ,TEH      ,1/3/2014,6:24:06 AM,27.117,54.508,20,,TEH      ,ML    ,3.4
606909102,ke  ,ISC      ,1/3/2014,12:47:42 PM,26.9308,54.4197,18,TRUE,ISC      ,mb    ,3.8
608794713,ke  ,ISC      ,1/3/2014,5:36:01 PM,27.1534,54.5022,18,TRUE,DSN      ,ML    ,3.7
608732639,ke  ,ISC      ,1/3/2014,7:03:41 PM,28.7769,57.5027,10,TRUE,TEH      ,ML    ,3.5
608794720,ke  ,ISC      ,1/4/2014,9:58:46 AM,27.6434,56.9883,25.3,,OMAN     ,ml    ,3.2
603928277,se  ,ISC      ,1/4/2014,9:20:40 PM,27.1504,54.2863,18,TRUE,ISC      ,mb    ,4.1
608732686,ke  ,DSN      ,1/5/2014,5:49:30 AM,25.2439,56.2802,0,,DSN      ,ML    ,1.3
609632267,ke  ,OMAN     ,1/5/2014,9:24:33 AM,26.7715,56.3845,10,TRUE,OMAN     ,ml    ,2.2
608794723,ke  ,ISC      ,1/5/2014,11:52:21 AM,27.0744,54.3937,18,TRUE,TEH      ,ML    ,3
608732733,ke  ,DSN      ,1/6/2014,11:32:42 AM,27.4153,54.6174,10,,DSN      ,ML    ,3.2
609632270,ke  ,OMAN     ,1/7/2014,1:47:08 PM,25.6652,56.2466,2.4,TRUE,OMAN     ,ml    ,1.8
606909271,ke  ,ISC      ,1/7/2014,10:13:06 PM,27.1504,54.4373,18,TRUE,ISC      ,mb    ,3.7
603944486,se  ,ISC      ,1/9/2014,6:13:05 AM,26.6753,53.8058,24,TRUE,ISC      ,mb    ,4.3
603944496,ke  ,ISC      ,1/9/2014,8:31:31 AM,26.6973,53.8564,23.4,,ISC      ,mb    ,4.9
609632275,ke  ,OMAN     ,1/9/2014,8:23:06 PM,25.6659,56.369,4.2,,OMAN     ,ml    ,0.9
608794760,ke  ,TEH      ,1/10/2014,1:06:01 AM,27.448,56.935,22.4,,TEH      ,ML    ,2.5
603950833,se  ,ISC      ,1/10/2014,8:12:47 AM,26.6703,53.8522,26.7,,ISC      ,mb    ,4.4
606909369,ke  ,IDC      ,1/10/2014,12:51:24 PM,26.4316,54.0226,0,TRUE,IDC      ,mb    ,3.5
604060609,se  ,ISC      ,1/10/2014,2:30:41 PM,26.7512,53.9618,10.8,,ISC      ,mb    ,4.1
609632279,ke  ,OMAN     ,1/11/2014,1:28:17 AM,28.3748,56.7317,33,TRUE,OMAN     ,ml    ,2.6
604160525,se  ,ISC      ,1/11/2014,9:02:24 PM,26.7634,53.9651,10,TRUE,ISC      ,mb    ,3.9
608732900,ke  ,OMAN     ,1/11/2014,10:39:31 PM,26.5775,53.6767,30,TRUE,OMAN     ,ml    ,2.8
608794779,ke  ,TEH      ,1/12/2014,4:17:40 PM,28.188,56.363,6.4,,TEH      ,ML    ,2.6
609632286,ke  ,OMAN     ,1/13/2014,5:26:28 AM,25.3038,56.1042,7.1,,OMAN     ,ml    ,1.3
606909490,ke  ,ISC      ,1/13/2014,12:50:50 PM,27.1401,54.5039,18.2,,ISC      ,mb    ,3.8
608794795,ke  ,TEH      ,1/14/2014,2:17:45 AM,27.294,54.211,28,,TEH      ,ML    ,3
609632287,ke  ,OMAN     ,1/14/2014,5:24:03 AM,25.5302,56.1149,30,TRUE,OMAN     ,ml    ,1.4
609632288,ke  ,OMAN     ,1/14/2014,5:42:46 AM,25.2686,56.31,9.8,,OMAN     ,ml    ,0.9
608733025,ke  ,DSN      ,1/15/2014,2:34:37 AM,25.4939,56.6674,3.9,,DSN      ,ML    ,2.5
608733026,ke  ,DSN      ,1/15/2014,2:42:02 AM,25.5008,56.2417,3.9,,DSN      ,ML    ,1.2
608733027,ke  ,DSN      ,1/15/2014,3:19:36 AM,25.4851,56.4834,3.4,,DSN      ,ML    ,2.6
609632295,ke  ,OMAN     ,1/16/2014,3:47:38 AM,25.5451,56.0119,14.2,,OMAN     ,ml    ,1.2
609632297,ke  ,OMAN     ,1/16/2014,7:08:00 AM,25.2542,56.2877,4.7,,OMAN     ,ml    ,1.2
609632298,ke  ,OMAN     ,1/16/2014,11:34:50 PM,27.5363,56.0365,25,TRUE,OMAN     ,ml    ,2.5
608733114,ke  ,ISC      ,1/17/2014,5:07:47 AM,27.0935,55.795,10,TRUE,TEH      ,ML    ,3.2
609632301,ke  ,OMAN     ,1/18/2014,4:39:42 AM,26.6302,55.1183,12,,OMAN     ,ml    ,2.5
606909696,ke  ,ISC      ,1/18/2014,12:33:29 PM,26.8356,53.9327,15.9,,ISC      ,mb    ,3.6
608794852,ke  ,TEH      ,1/21/2014,3:14:38 AM,26.644,57.629,5.3,,TEH      ,ML    ,2.9
608794856,ke  ,TEH      ,1/21/2014,5:54:57 PM,27.607,54.158,22,,TEH      ,ML    ,2.8
603983761,se  ,ISC      ,1/22/2014,3:26:41 AM,27.4888,54.0158,23,TRUE,ISC      ,mb    ,4.2
604161092,se  ,ISC      ,1/22/2014,3:32:09 AM,27.6297,54.0256,23,TRUE,ISC      ,mb    ,3.9
606909858,se  ,ISC      ,1/22/2014,3:32:36 AM,27.5239,53.9584,23,TRUE,ISC      ,mb    ,4.3
608794864,ke  ,TEH      ,1/22/2014,9:25:41 PM,28.561,56.921,20,,TEH      ,ML    ,2.6
608794871,ke  ,TEH      ,1/23/2014,4:14:04 PM,27.204,54.487,10,,TEH      ,ML    ,3.3
608794888,ke  ,TEH      ,1/25/2014,4:47:21 AM,27.835,56.299,5,,TEH      ,ML    ,2.8
608733399,ke  ,DSN      ,1/25/2014,6:40:58 AM,25.3118,56.1451,0,,DSN      ,ML    ,2
608794909,ke  ,TEH      ,1/27/2014,11:52:23 AM,27.132,54.513,16.5,,TEH      ,ML    ,3.5
608794910,ke  ,ISC      ,1/27/2014,1:40:55 PM,27.5321,56.7741,24,,THR      ,ML    ,3.5
608733442,ke  ,DSN      ,1/27/2014,5:23:57 PM,25.5119,56.25,0,,DSN      ,ML    ,2.4
608794938,ke  ,TEH      ,1/30/2014,11:12:57 PM,27.551,54.107,31.4,,TEH      ,ML    ,2.9
606910286,ke  ,IDC      ,2/1/2014,9:48:51 AM,26.087,54.0119,0,TRUE,IDC      ,mb    ,3.6
609846671,ke  ,TEH      ,2/2/2014,2:09:02 PM,28.441,57.215,10,,TEH      ,ML    ,2.7
604062325,ke  ,ISC      ,2/2/2014,2:26:48 PM,26.624,57.7799,19.3,,ISC      ,mb    ,5.3
609757795,ke  ,OMAN     ,2/2/2014,2:38:57 PM,26.8433,57.9363,65.7,,OMAN     ,ml    ,2.9
604367784,se  ,ISC      ,2/2/2014,2:46:11 PM,26.5491,57.7159,10,TRUE,ISC      ,mb    ,3.6
606910374,se  ,ISC      ,2/2/2014,2:46:42 PM,26.4486,57.3182,10,TRUE,ISC      ,mb    ,3.8
608733599,ke  ,TEH      ,2/2/2014,3:05:30 PM,26.733,57.766,8,,TEH      ,ML    ,3.2
608733600,ke  ,ISC      ,2/2/2014,3:16:22 PM,26.6201,57.7156,16.7,,DSN      ,ML    ,3.7
608794961,ke  ,ISC      ,2/2/2014,3:46:07 PM,26.5773,57.8221,34,,TEH      ,ML    ,3.3
604030843,se  ,ISC      ,2/2/2014,6:15:44 PM,28.1276,57.1757,25.8,,ISC      ,mb    ,4.2
609757796,ke  ,OMAN     ,2/2/2014,6:26:52 PM,26.4441,57.8017,20,TRUE,OMAN     ,ml    ,2.5
606910397,ke  ,ISC      ,2/2/2014,11:56:35 PM,26.5682,57.7377,10,TRUE,ISC      ,mb    ,3.1
609757836,ke  ,OMAN     ,2/3/2014,3:30:29 AM,26.3553,57.7381,15,TRUE,OMAN     ,ml    ,2.8
609757837,ke  ,OMAN     ,2/3/2014,3:54:29 AM,26.6985,57.8193,15,TRUE,OMAN     ,ml    ,3.1
608733617,ke  ,ISC      ,2/3/2014,4:59:58 AM,26.5347,57.5999,3.4,,DSN      ,ML    ,3.7
604033960,se  ,ISC      ,2/3/2014,7:00:28 PM,26.6464,57.7901,10,TRUE,ISC      ,mb    ,4.2
609849038,ke  ,TEH      ,2/4/2014,8:30:23 PM,27.708,56.844,22,,TEH      ,ML    ,2.6
606910557,ke  ,ISC      ,2/4/2014,10:42:59 PM,28.2918,57.3399,10,TRUE,ISC      ,mb    ,3.3
606910560,ke  ,ISC      ,2/4/2014,10:43:22 PM,28.2028,57.1776,24,TRUE,ISC      ,mb    ,3.8
606910570,ke  ,ISC      ,2/5/2014,2:00:04 AM,27.4781,53.7885,16,TRUE,ISC      ,mb    ,3.6
608794984,ke  ,TEH      ,2/5/2014,8:30:11 AM,26.77,57.814,24.4,,TEH      ,ML    ,3.3
608733672,ke  ,ISC      ,2/5/2014,10:59:43 AM,26.6254,57.799,10.3,,DSN      ,ML    ,3.9
604036087,ke  ,ISC      ,2/6/2014,2:09:35 AM,29.1771,52.751,17,,ISC      ,mb    ,4.3
608794988,ke  ,ISC      ,2/6/2014,3:40:05 AM,26.6096,57.7575,10,TRUE,TEH      ,ML    ,3.4
609849044,ke  ,TEH      ,2/6/2014,11:28:53 AM,28.374,57.121,8,,TEH      ,ML    ,3.2
609849045,ke  ,TEH      ,2/6/2014,11:42:13 AM,27.685,55.199,7.1,,TEH      ,ML    ,3.2
604038844,se  ,ISC      ,2/7/2014,7:43:31 PM,26.6867,57.7647,13.3,,ISC      ,mb    ,4.1
609758066,ke  ,OMAN     ,2/9/2014,5:20:07 AM,25.1922,56.133,17.7,,OMAN     ,ml    ,1.3
609758067,ke  ,OMAN     ,2/9/2014,5:45:32 AM,25.1943,56.0591,16,,OMAN     ,ml    ,1.7
606910734,ke  ,ISC      ,2/9/2014,11:59:27 AM,26.6857,54.5415,10,TRUE,ISC      ,mb    ,3.3
609758069,ke  ,OMAN     ,2/9/2014,6:14:08 PM,27.1473,55.6381,1.8,,OMAN     ,ml    ,2.3
608795027,ke  ,TEH      ,2/10/2014,1:45:07 AM,27.748,56.817,14.8,,TEH      ,ML    ,2.9
608733811,ke  ,DSN      ,2/10/2014,6:14:57 PM,25.5981,56.4287,9.3,,DSN      ,ML    ,1.8
606910786,ke  ,ISC      ,2/11/2014,12:46:46 AM,26.5256,57.8218,22.1,,ISC      ,mb    ,3.5
609849070,ke  ,TEH      ,2/11/2014,1:22:44 AM,28.19,55.124,16.1,,TEH      ,ML    ,2.7
608795035,ke  ,ISC      ,2/11/2014,4:09:24 AM,26.4459,58.121,10,TRUE,TEH      ,ML    ,3.1
608795038,ke  ,TEH      ,2/11/2014,11:17:13 AM,26.597,57.855,14,,TEH      ,ML    ,3
608733838,ke  ,OMAN     ,2/11/2014,6:23:39 PM,26.5615,57.8626,19,TRUE,OMAN     ,ml    ,2.6
609849073,ke  ,TEH      ,2/11/2014,6:25:14 PM,27.532,56.915,24.3,,TEH      ,ML    ,2.7
608795049,ke  ,ISC      ,2/13/2014,5:12:57 AM,26.6477,57.7453,10,TRUE,TEH      ,ML    ,3.3
609849089,ke  ,TEH      ,2/13/2014,10:08:11 PM,27.719,56.808,17.4,,TEH      ,ML    ,2.5
608795055,ke  ,ISC      ,2/13/2014,10:40:46 PM,26.5724,57.7965,10,TRUE,OMAN     ,ml    ,2.6
608795058,ke  ,TEH      ,2/14/2014,12:18:53 AM,27.092,55.799,25.3,,TEH      ,ML    ,3.1
609758275,ke  ,OMAN     ,2/15/2014,2:59:28 PM,26.0722,57.4276,25,TRUE,OMAN     ,ml    ,2.4
609849104,ke  ,TEH      ,2/15/2014,9:16:20 PM,27.366,56.954,15.9,,TEH      ,ML    ,2.9
609758344,ke  ,OMAN     ,2/17/2014,4:02:28 AM,25.9167,57.4534,46.4,,OMAN     ,ml    ,2.4
608795087,ke  ,ISC      ,2/17/2014,9:34:40 AM,27.4647,57.4923,25,TRUE,TEH      ,ML    ,3.4
609849108,ke  ,TEH      ,2/17/2014,11:45:54 PM,27.696,56.843,20.2,,TEH      ,ML    ,2.7
609758385,ke  ,OMAN     ,2/18/2014,4:44:05 AM,25.1812,56.1747,15.7,,OMAN     ,ml    ,1.6
606911151,ke  ,ISC      ,2/19/2014,1:04:02 AM,26.5296,57.767,10,TRUE,ISC      ,mb    ,3.5
608795107,ke  ,ISC      ,2/19/2014,10:24:28 PM,26.6818,57.8768,10,TRUE,TEH      ,ML    ,2.9
608795111,ke  ,ISC      ,2/20/2014,10:06:43 AM,28.4847,57.3633,10,TRUE,TEH      ,ML    ,3.5
609849122,ke  ,TEH      ,2/21/2014,5:45:48 AM,26.639,57.867,14,,TEH      ,ML    ,3
604061193,se  ,ISC      ,2/22/2014,5:29:11 PM,28.0498,56.8553,24,TRUE,ISC      ,mb    ,4.2
609849131,ke  ,TEH      ,2/23/2014,9:38:17 PM,28.012,57.197,15,,TEH      ,ML    ,3
609849133,ke  ,TEH      ,2/24/2014,11:05:25 AM,28.978,55.414,10,,TEH      ,ML    ,2.9
609758656,ke  ,OMAN     ,2/25/2014,4:52:16 AM,25.2017,56.3967,9,,OMAN     ,ml    ,1.7
609849136,ke  ,TEH      ,2/25/2014,10:58:37 AM,28.077,57.413,10,,TEH      ,ML    ,2.7
606911424,ke  ,ISC      ,2/25/2014,7:14:24 PM,27.9618,56.7951,24,TRUE,ISC      ,mb    ,3.8
604067415,se  ,ISC      ,2/26/2014,8:08:05 AM,27.7803,58.0663,50,TRUE,ISC      ,mb    ,3.8
608795149,ke  ,ISC      ,2/26/2014,7:06:06 PM,26.5278,57.7253,10,TRUE,TEH      ,ML    ,3.7
608795177,ke  ,ISC      ,3/1/2014,2:30:34 PM,26.5923,57.7854,13.4,,TEH      ,ML    ,3.1
609849158,ke  ,TEH      ,3/1/2014,8:36:41 PM,26.717,57.849,13.8,,TEH      ,ML    ,3
606911644,ke  ,ISC      ,3/2/2014,4:11:52 AM,28.1224,57.4449,10,TRUE,ISC      ,mb    ,3.6
609758833,ke  ,OMAN     ,3/2/2014,7:05:27 AM,25.1199,56.129,19.1,,OMAN     ,ml    ,1.7
609849164,ke  ,TEH      ,3/2/2014,6:39:54 PM,27.658,57.458,12,,TEH      ,ML    ,3
609758835,ke  ,OMAN     ,3/2/2014,10:48:28 PM,25.6869,56.3567,13.8,TRUE,OMAN     ,ml    ,1
606911701,ke  ,ISC      ,3/3/2014,4:29:04 AM,27.0773,54.4778,18,TRUE,ISC      ,mb    ,3.7
609758868,ke  ,OMAN     ,3/3/2014,4:40:15 AM,25.2075,56.3554,8.5,,OMAN     ,ml    ,1.5
609849176,ke  ,TEH      ,3/3/2014,1:42:56 PM,27.798,54.755,17,,TEH      ,ML    ,2.9
609849187,ke  ,TEH      ,3/4/2014,4:33:45 AM,28.423,57.352,17.4,,TEH      ,ML    ,2.7
608795194,ke  ,ISC      ,3/4/2014,6:11:06 AM,26.7397,54.1093,24,TRUE,TEH      ,ML    ,3.5
609849208,ke  ,TEH      ,3/5/2014,2:22:00 AM,27.695,57.453,13.1,,TEH      ,ML    ,2.6
609758912,ke  ,OMAN     ,3/5/2014,4:25:52 AM,25.1078,56.275,9.7,,OMAN     ,ml    ,1.6
609849235,ke  ,TEH      ,3/6/2014,5:11:14 AM,27.562,54.044,22.7,,TEH      ,ML    ,3.1
609849237,ke  ,TEH      ,3/6/2014,12:47:12 PM,27.351,54.473,13.5,,TEH      ,ML    ,2.7
609849238,ke  ,TEH      ,3/6/2014,5:00:05 PM,28.018,57.856,31.2,,TEH      ,ML    ,3.4
609849239,ke  ,TEH      ,3/6/2014,7:04:35 PM,28.052,57.197,10,,TEH      ,ML    ,2.5
608734623,ke  ,DSN      ,3/9/2014,4:35:44 AM,25.192,56.3394,0,,DSN      ,ML    ,1.8
